      Lon      Lat    Year  FireRT
  -120.31    39.06    2002  1000.0
  -120.31    39.06    2003  1000.0
  -120.31    39.06    2004  1000.0
  -120.31    39.06    2005  1000.0
  -120.31    39.06    2006  1000.0
  -120.31    39.06    2007  1000.0
  -120.31    39.06    2008  1000.0
  -120.31    39.06    2009  1000.0
  -120.31    39.06    2010  1000.0
  -120.31    39.06    2011  1000.0
  -120.31    39.06    2012  1000.0
  -120.31    39.06    2013  1000.0
  -120.31    39.06    2014  1000.0
  -120.31    39.06    2015  1000.0
  -120.31    39.06    2016  1000.0
  -120.31    39.06    2017  1000.0
  -120.31    39.06    2018  1000.0
  -120.31    39.06    2019  1000.0
  -120.31    39.06    2020  1000.0
  -120.31    39.06    2021  1000.0
  -120.31    39.06    2022  1000.0
  -120.31    39.06    2023  1000.0
  -120.31    39.06    2024  1000.0
  -120.31    39.06    2025  1000.0
  -120.31    39.06    2026  1000.0
  -120.31    39.06    2027  1000.0
  -120.31    39.06    2028  1000.0
  -120.31    39.06    2029  1000.0
  -120.31    39.06    2030  1000.0
  -120.31    39.06    2031  1000.0
  -120.31    39.06    2032  1000.0
  -120.31    39.06    2033  1000.0
  -120.31    39.06    2034  1000.0
  -120.31    39.06    2035  1000.0
  -120.31    39.06    2036  1000.0
  -120.31    39.06    2037  1000.0
  -120.31    39.06    2038  1000.0
  -120.31    39.06    2039  1000.0
  -120.31    39.06    2040  1000.0
  -120.31    39.06    2041  1000.0
  -120.31    39.06    2042  1000.0
  -120.31    39.06    2043  1000.0
  -120.31    39.06    2044  1000.0
  -120.31    39.06    2045  1000.0
  -120.31    39.06    2046  1000.0
  -120.31    39.06    2047  1000.0
  -120.31    39.06    2048  1000.0
  -120.31    39.06    2049  1000.0
  -120.31    39.06    2050  1000.0
  -120.31    39.06    2051  1000.0
  -120.31    39.06    2052  1000.0
  -120.31    39.06    2053  1000.0
  -120.31    39.06    2054  1000.0
  -120.31    39.06    2055  1000.0
  -120.31    39.06    2056  1000.0
  -120.31    39.06    2057  1000.0
  -120.31    39.06    2058  1000.0
  -120.31    39.06    2059  1000.0
  -120.31    39.06    2060  1000.0
  -120.31    39.06    2061  1000.0
  -120.31    39.06    2062  1000.0
  -120.31    39.06    2063  1000.0
  -120.31    39.06    2064  1000.0
  -120.31    39.06    2065  1000.0
  -120.31    39.06    2066  1000.0
  -120.31    39.06    2067  1000.0
  -120.31    39.06    2068  1000.0
  -120.31    39.06    2069  1000.0
  -120.31    39.06    2070  1000.0
  -120.31    39.06    2071  1000.0
  -120.31    39.06    2072  1000.0
  -120.31    39.06    2073  1000.0
  -120.31    39.06    2074  1000.0
  -120.31    39.06    2075  1000.0
  -120.31    39.06    2076  1000.0
  -120.31    39.06    2077  1000.0
  -120.31    39.06    2078  1000.0
  -120.31    39.06    2079  1000.0
  -120.31    39.06    2080  1000.0
  -120.31    39.06    2081  1000.0
  -120.31    39.06    2082  1000.0
  -120.31    39.06    2083  1000.0
  -120.31    39.06    2084  1000.0
  -120.31    39.06    2085  1000.0
  -120.31    39.06    2086  1000.0
  -120.31    39.06    2087  1000.0
  -120.31    39.06    2088  1000.0
  -120.31    39.06    2089  1000.0
  -120.31    39.06    2090  1000.0
  -120.31    39.06    2091  1000.0
  -120.31    39.06    2092  1000.0
  -120.31    39.06    2093  1000.0
  -120.31    39.06    2094  1000.0
  -120.31    39.06    2095  1000.0
  -120.31    39.06    2096  1000.0
  -120.31    39.06    2097  1000.0
  -120.31    39.06    2098  1000.0
  -120.31    39.06    2099  1000.0
  -120.31    39.06    2100  1000.0
  -120.31    39.02    1950  1000.0
  -120.31    39.02    1951  1000.0
  -120.31    39.02    1952  1000.0
  -120.31    39.02    1953  1000.0
  -120.31    39.02    1954  1000.0
  -120.31    39.02    1955  1000.0
  -120.31    39.02    1956  1000.0
  -120.31    39.02    1957  1000.0
  -120.31    39.02    1958  1000.0
  -120.31    39.02    1959  1000.0
  -120.31    39.02    1960  1000.0
  -120.31    39.02    1961  1000.0
  -120.31    39.02    1962  1000.0
  -120.31    39.02    1963  1000.0
  -120.31    39.02    1964  1000.0
  -120.31    39.02    1965  1000.0
  -120.31    39.02    1966  1000.0
  -120.31    39.02    1967  1000.0
  -120.31    39.02    1968  1000.0
  -120.31    39.02    1969  1000.0
  -120.31    39.02    1970  1000.0
  -120.31    39.02    1971  1000.0
  -120.31    39.02    1972  1000.0
  -120.31    39.02    1973  1000.0
  -120.31    39.02    1974  1000.0
  -120.31    39.02    1975  1000.0
  -120.31    39.02    1976  1000.0
  -120.31    39.02    1977  1000.0
  -120.31    39.02    1978  1000.0
  -120.31    39.02    1979  1000.0
  -120.31    39.02    1980  1000.0
  -120.31    39.02    1981  1000.0
  -120.31    39.02    1982  1000.0
  -120.31    39.02    1983  1000.0
  -120.31    39.02    1984  1000.0
  -120.31    39.02    1985  1000.0
  -120.31    39.02    1986  1000.0
  -120.31    39.02    1987  1000.0
  -120.31    39.02    1988  1000.0
  -120.31    39.02    1989  1000.0
  -120.31    39.02    1990  1000.0
  -120.31    39.02    1991  1000.0
  -120.31    39.02    1992  1000.0
  -120.31    39.02    1993  1000.0
  -120.31    39.02    1994  1000.0
  -120.31    39.02    1995  1000.0
  -120.31    39.02    1996  1000.0
  -120.31    39.02    1997  1000.0
  -120.31    39.02    1998  1000.0
  -120.31    39.02    1999  1000.0
  -120.31    39.02    2000  1000.0
  -120.31    39.02    2001  1000.0
  -120.31    39.02    2002  1000.0
  -120.31    39.02    2003  1000.0
  -120.31    39.02    2004  1000.0
  -120.31    39.02    2005  1000.0
  -120.31    39.02    2006  1000.0
  -120.31    39.02    2007  1000.0
  -120.31    39.02    2008  1000.0
  -120.31    39.02    2009  1000.0
  -120.31    39.02    2010  1000.0
  -120.31    39.02    2011  1000.0
  -120.31    39.02    2012  1000.0
  -120.31    39.02    2013  1000.0
  -120.31    39.02    2014  1000.0
  -120.31    39.02    2015  1000.0
  -120.31    39.02    2016  1000.0
  -120.31    39.02    2017  1000.0
  -120.31    39.02    2018  1000.0
  -120.31    39.02    2019  1000.0
  -120.31    39.02    2020  1000.0
  -120.31    39.02    2021  1000.0
  -120.31    39.02    2022  1000.0
  -120.31    39.02    2023  1000.0
  -120.31    39.02    2024  1000.0
  -120.31    39.02    2025  1000.0
  -120.31    39.02    2026  1000.0
  -120.31    39.02    2027  1000.0
  -120.31    39.02    2028  1000.0
  -120.31    39.02    2029  1000.0
  -120.31    39.02    2030  1000.0
  -120.31    39.02    2031  1000.0
  -120.31    39.02    2032  1000.0
  -120.31    39.02    2033  1000.0
  -120.31    39.02    2034  1000.0
  -120.31    39.02    2035  1000.0
  -120.31    39.02    2036  1000.0
  -120.31    39.02    2037  1000.0
  -120.31    39.02    2038  1000.0
  -120.31    39.02    2039  1000.0
  -120.31    39.02    2040  1000.0
  -120.31    39.02    2041  1000.0
  -120.31    39.02    2042  1000.0
  -120.31    39.02    2043  1000.0
  -120.31    39.02    2044  1000.0
  -120.31    39.02    2045  1000.0
  -120.31    39.02    2046  1000.0
  -120.31    39.02    2047  1000.0
  -120.31    39.02    2048  1000.0
  -120.31    39.02    2049  1000.0
  -120.31    39.02    2050  1000.0
  -120.31    39.02    2051  1000.0
  -120.31    39.02    2052  1000.0
  -120.31    39.02    2053  1000.0
  -120.31    39.02    2054  1000.0
  -120.31    39.02    2055  1000.0
  -120.31    39.02    2056  1000.0
  -120.31    39.02    2057  1000.0
  -120.31    39.02    2058  1000.0
  -120.31    39.02    2059  1000.0
  -120.31    39.02    2060  1000.0
  -120.31    39.02    2061  1000.0
  -120.31    39.02    2062  1000.0
  -120.31    39.02    2063  1000.0
  -120.31    39.02    2064  1000.0
  -120.31    39.02    2065  1000.0
  -120.31    39.02    2066  1000.0
  -120.31    39.02    2067  1000.0
  -120.31    39.02    2068  1000.0
  -120.31    39.02    2069  1000.0
  -120.31    39.02    2070  1000.0
  -120.31    39.02    2071  1000.0
  -120.31    39.02    2072  1000.0
  -120.31    39.02    2073  1000.0
  -120.31    39.02    2074  1000.0
  -120.31    39.02    2075  1000.0
  -120.31    39.02    2076  1000.0
  -120.31    39.02    2077  1000.0
  -120.31    39.02    2078  1000.0
  -120.31    39.02    2079  1000.0
  -120.31    39.02    2080  1000.0
  -120.31    39.02    2081  1000.0
  -120.31    39.02    2082  1000.0
  -120.31    39.02    2083  1000.0
  -120.31    39.02    2084  1000.0
  -120.31    39.02    2085  1000.0
  -120.31    39.02    2086  1000.0
  -120.31    39.02    2087  1000.0
  -120.31    39.02    2088  1000.0
  -120.31    39.02    2089  1000.0
  -120.31    39.02    2090  1000.0
  -120.31    39.02    2091  1000.0
  -120.31    39.02    2092  1000.0
  -120.31    39.02    2093  1000.0
  -120.31    39.02    2094  1000.0
  -120.31    39.02    2095  1000.0
  -120.31    39.02    2096  1000.0
  -120.31    39.02    2097  1000.0
  -120.31    39.02    2098  1000.0
  -120.31    39.02    2099  1000.0
  -120.31    39.02    2100  1000.0
  -120.31    38.98    1950  1000.0
  -120.31    38.98    1951  1000.0
  -120.31    38.98    1952  1000.0
  -120.31    38.98    1953  1000.0
  -120.31    38.98    1954  1000.0
  -120.31    38.98    1955  1000.0
  -120.31    38.98    1956  1000.0
  -120.31    38.98    1957  1000.0
  -120.31    38.98    1958  1000.0
  -120.31    38.98    1959  1000.0
  -120.31    38.98    1960  1000.0
  -120.31    38.98    1961  1000.0
  -120.31    38.98    1962  1000.0
  -120.31    38.98    1963  1000.0
  -120.31    38.98    1964  1000.0
  -120.31    38.98    1965  1000.0
  -120.31    38.98    1966  1000.0
  -120.31    38.98    1967  1000.0
  -120.31    38.98    1968  1000.0
  -120.31    38.98    1969  1000.0
  -120.31    38.98    1970  1000.0
  -120.31    38.98    1971  1000.0
  -120.31    38.98    1972  1000.0
  -120.31    38.98    1973  1000.0
  -120.31    38.98    1974  1000.0
  -120.31    38.98    1975  1000.0
  -120.31    38.98    1976  1000.0
  -120.31    38.98    1977  1000.0
  -120.31    38.98    1978  1000.0
  -120.31    38.98    1979  1000.0
  -120.31    38.98    1980  1000.0
  -120.31    38.98    1981  1000.0
  -120.31    38.98    1982  1000.0
  -120.31    38.98    1983  1000.0
  -120.31    38.98    1984  1000.0
  -120.31    38.98    1985  1000.0
  -120.31    38.98    1986  1000.0
  -120.31    38.98    1987  1000.0
  -120.31    38.98    1988  1000.0
  -120.31    38.98    1989  1000.0
  -120.31    38.98    1990  1000.0
  -120.31    38.98    1991  1000.0
  -120.31    38.98    1992  1000.0
  -120.31    38.98    1993  1000.0
  -120.31    38.98    1994  1000.0
  -120.31    38.98    1995  1000.0
  -120.31    38.98    1996  1000.0
  -120.31    38.98    1997  1000.0
  -120.31    38.98    1998  1000.0
  -120.31    38.98    1999  1000.0
  -120.31    38.98    2000  1000.0
  -120.31    38.98    2001  1000.0
  -120.31    38.98    2002  1000.0
  -120.31    38.98    2003  1000.0
  -120.31    38.98    2004  1000.0
  -120.31    38.98    2005  1000.0
  -120.31    38.98    2006  1000.0
  -120.31    38.98    2007  1000.0
  -120.31    38.98    2008  1000.0
  -120.31    38.98    2009  1000.0
  -120.31    38.98    2010  1000.0
  -120.31    38.98    2011  1000.0
  -120.31    38.98    2012  1000.0
  -120.31    38.98    2013  1000.0
  -120.31    38.98    2014  1000.0
  -120.31    38.98    2015  1000.0
  -120.31    38.98    2016  1000.0
  -120.31    38.98    2017  1000.0
  -120.31    38.98    2018  1000.0
  -120.31    38.98    2019  1000.0
  -120.31    38.98    2020  1000.0
  -120.31    38.98    2021  1000.0
  -120.31    38.98    2022  1000.0
  -120.31    38.98    2023  1000.0
  -120.31    38.98    2024  1000.0
  -120.31    38.98    2025  1000.0
  -120.31    38.98    2026  1000.0
  -120.31    38.98    2027  1000.0
  -120.31    38.98    2028  1000.0
  -120.31    38.98    2029  1000.0
  -120.31    38.98    2030  1000.0
  -120.31    38.98    2031  1000.0
  -120.31    38.98    2032  1000.0
  -120.31    38.98    2033  1000.0
  -120.31    38.98    2034  1000.0
  -120.31    38.98    2035  1000.0
  -120.31    38.98    2036  1000.0
  -120.31    38.98    2037  1000.0
  -120.31    38.98    2038  1000.0
  -120.31    38.98    2039  1000.0
  -120.31    38.98    2040  1000.0
  -120.31    38.98    2041  1000.0
  -120.31    38.98    2042  1000.0
  -120.31    38.98    2043  1000.0
  -120.31    38.98    2044  1000.0
  -120.31    38.98    2045  1000.0
  -120.31    38.98    2046  1000.0
  -120.31    38.98    2047  1000.0
  -120.31    38.98    2048  1000.0
  -120.31    38.98    2049  1000.0
  -120.31    38.98    2050  1000.0
  -120.31    38.98    2051  1000.0
  -120.31    38.98    2052  1000.0
  -120.31    38.98    2053  1000.0
  -120.31    38.98    2054  1000.0
  -120.31    38.98    2055  1000.0
  -120.31    38.98    2056  1000.0
  -120.31    38.98    2057  1000.0
  -120.31    38.98    2058  1000.0
  -120.31    38.98    2059  1000.0
  -120.31    38.98    2060  1000.0
  -120.31    38.98    2061  1000.0
  -120.31    38.98    2062  1000.0
  -120.31    38.98    2063  1000.0
  -120.31    38.98    2064  1000.0
  -120.31    38.98    2065  1000.0
  -120.31    38.98    2066  1000.0
  -120.31    38.98    2067  1000.0
  -120.31    38.98    2068  1000.0
  -120.31    38.98    2069  1000.0
  -120.31    38.98    2070  1000.0
  -120.31    38.98    2071  1000.0
  -120.31    38.98    2072  1000.0
  -120.31    38.98    2073  1000.0
  -120.31    38.98    2074  1000.0
  -120.31    38.98    2075  1000.0
  -120.31    38.98    2076  1000.0
  -120.31    38.98    2077  1000.0
  -120.31    38.98    2078  1000.0
  -120.31    38.98    2079  1000.0
  -120.31    38.98    2080  1000.0
  -120.31    38.98    2081  1000.0
  -120.31    38.98    2082  1000.0
  -120.31    38.98    2083  1000.0
  -120.31    38.98    2084  1000.0
  -120.31    38.98    2085  1000.0
  -120.31    38.98    2086  1000.0
  -120.31    38.98    2087  1000.0
  -120.31    38.98    2088  1000.0
  -120.31    38.98    2089  1000.0
  -120.31    38.98    2090  1000.0
  -120.31    38.98    2091  1000.0
  -120.31    38.98    2092  1000.0
  -120.31    38.98    2093  1000.0
  -120.31    38.98    2094  1000.0
  -120.31    38.98    2095  1000.0
  -120.31    38.98    2096  1000.0
  -120.31    38.98    2097  1000.0
  -120.31    38.98    2098  1000.0
  -120.31    38.98    2099  1000.0
  -120.31    38.98    2100  1000.0
  -120.31    38.94    1950  1000.0
  -120.31    38.94    1951  1000.0
  -120.31    38.94    1952  1000.0
  -120.31    38.94    1953  1000.0
  -120.31    38.94    1954  1000.0
  -120.31    38.94    1955  1000.0
  -120.31    38.94    1956  1000.0
  -120.31    38.94    1957  1000.0
  -120.31    38.94    1958  1000.0
  -120.31    38.94    1959  1000.0
  -120.31    38.94    1960  1000.0
  -120.31    38.94    1961  1000.0
  -120.31    38.94    1962  1000.0
  -120.31    38.94    1963  1000.0
  -120.31    38.94    1964  1000.0
  -120.31    38.94    1965  1000.0
  -120.31    38.94    1966  1000.0
  -120.31    38.94    1967  1000.0
  -120.31    38.94    1968  1000.0
  -120.31    38.94    1969  1000.0
  -120.31    38.94    1970  1000.0
  -120.31    38.94    1971  1000.0
  -120.31    38.94    1972  1000.0
  -120.31    38.94    1973  1000.0
  -120.31    38.94    1974  1000.0
  -120.31    38.94    1975  1000.0
  -120.31    38.94    1976  1000.0
  -120.31    38.94    1977  1000.0
  -120.31    38.94    1978  1000.0
  -120.31    38.94    1979  1000.0
  -120.31    38.94    1980  1000.0
  -120.31    38.94    1981  1000.0
  -120.31    38.94    1982  1000.0
  -120.31    38.94    1983  1000.0
  -120.31    38.94    1984  1000.0
  -120.31    38.94    1985  1000.0
  -120.31    38.94    1986  1000.0
  -120.31    38.94    1987  1000.0
  -120.31    38.94    1988  1000.0
  -120.31    38.94    1989  1000.0
  -120.31    38.94    1990  1000.0
  -120.31    38.94    1991  1000.0
  -120.31    38.94    1992  1000.0
  -120.31    38.94    1993  1000.0
  -120.31    38.94    1994  1000.0
  -120.31    38.94    1995  1000.0
  -120.31    38.94    1996  1000.0
  -120.31    38.94    1997  1000.0
  -120.31    38.94    1998  1000.0
  -120.31    38.94    1999  1000.0
  -120.31    38.94    2000  1000.0
  -120.31    38.94    2001  1000.0
  -120.31    38.94    2002  1000.0
  -120.31    38.94    2003  1000.0
  -120.31    38.94    2004  1000.0
  -120.31    38.94    2005  1000.0
  -120.31    38.94    2006  1000.0
  -120.31    38.94    2007  1000.0
  -120.31    38.94    2008  1000.0
  -120.31    38.94    2009  1000.0
  -120.31    38.94    2010  1000.0
  -120.31    38.94    2011  1000.0
  -120.31    38.94    2012  1000.0
  -120.31    38.94    2013  1000.0
  -120.31    38.94    2014  1000.0
  -120.31    38.94    2015  1000.0
  -120.31    38.94    2016  1000.0
  -120.31    38.94    2017  1000.0
  -120.31    38.94    2018  1000.0
  -120.31    38.94    2019  1000.0
  -120.31    38.94    2020  1000.0
  -120.31    38.94    2021  1000.0
  -120.31    38.94    2022  1000.0
  -120.31    38.94    2023  1000.0
  -120.31    38.94    2024  1000.0
  -120.31    38.94    2025  1000.0
  -120.31    38.94    2026  1000.0
  -120.31    38.94    2027  1000.0
  -120.31    38.94    2028  1000.0
  -120.31    38.94    2029  1000.0
  -120.31    38.94    2030  1000.0
  -120.31    38.94    2031  1000.0
  -120.31    38.94    2032  1000.0
  -120.31    38.94    2033  1000.0
  -120.31    38.94    2034  1000.0
  -120.31    38.94    2035  1000.0
  -120.31    38.94    2036  1000.0
  -120.31    38.94    2037  1000.0
  -120.31    38.94    2038  1000.0
  -120.31    38.94    2039  1000.0
  -120.31    38.94    2040  1000.0
  -120.31    38.94    2041  1000.0
  -120.31    38.94    2042  1000.0
  -120.31    38.94    2043  1000.0
  -120.31    38.94    2044  1000.0
  -120.31    38.94    2045  1000.0
  -120.31    38.94    2046  1000.0
  -120.31    38.94    2047  1000.0
  -120.31    38.94    2048  1000.0
  -120.31    38.94    2049  1000.0
  -120.31    38.94    2050  1000.0
  -120.31    38.94    2051  1000.0
  -120.31    38.94    2052  1000.0
  -120.31    38.94    2053  1000.0
  -120.31    38.94    2054  1000.0
  -120.31    38.94    2055  1000.0
  -120.31    38.94    2056  1000.0
  -120.31    38.94    2057  1000.0
  -120.31    38.94    2058  1000.0
